Sequence ID,Predicted label,Actual_Code,Actual_Label
Gypsy-16_BD-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_BRa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_CGi-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-16_CQ-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_CT-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_DBi-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-16_DPu-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
BEL-2_AA-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-16_DWil-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_GA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_IS-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_LBS-LTR|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-16_LH-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_Mad-I__2|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_OD-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-16_PGr-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_PM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_PR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_AEc-LTR|ClassI|LTR|Bel-Pao,SubclassI,2.1.1.6,P
Gypsy-16_PTrit-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_RP-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-16_SCH-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_SSa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-16_TC-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17-I_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17-LTR_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-170_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-171_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-172_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
BEL-2_BMa-I|ClassI|LTR|Bel-Pao,DIRS,2.1.1.6,P
Gypsy-173_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-173_ZM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-174_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-175_DR-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-176_DR-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-177_AA-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-178_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-178_ZM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-179_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_ADe-LTR|ClassI|LTR|Gypsy,SINE,1.1.2,gypsy
BEL-2_CQ-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-17_AMi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_ATr-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_BRa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_CFl-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_CQ-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-17_CSa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_DBi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_DEl-LTR|ClassI|LTR|Gypsy,SINE,1.1.2,gypsy
Gypsy-17_DTa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_FV-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
AC9_ZM|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
AGM1|ClassI|LTR|Bel-Pao,Bel-Pao,,
BEL-2_DAn-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-17_Gav-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
Gypsy-17_JC-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_LCh-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_LMi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_MLP-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-17_PAb-LTR|ClassI|LTR|Gypsy,LINE,1.1.2,gypsy
Gypsy-17_PIT-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-17_PMar-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_PSo-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-17_RC-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_DBp-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-17_SB-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_SI-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-17_ST-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-17_XT-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18-LTR_DR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-180_AA-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-181_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-181_ZM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-182_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-183_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_DFi-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-184_DR-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-185_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-186_AA-I|ClassI|LTR|Gypsy,L1,1.1.2,gypsy
Gypsy-186_ZM-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-187_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-188_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-189_DR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18A_SB-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_Adi-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_DPer-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-18_Ano-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_BD-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_CCri-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_CPB-LTR|ClassI|LTR|Gypsy,hAT,1.1.2,gypsy
Gypsy-18_CSa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_DAn-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-18_DPu-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_EL-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_Gav-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_HM-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
BEL-2_DSe-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-18_LBS-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_LG-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_LVa|ClassI|LTR|Gypsy,RTE,1.1.2,gypsy
Gypsy-18_OD-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-18_PBa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_PM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_PPe-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-18_RC-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_RP-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-18_SI-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_DVir-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-18_SSa-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-19-I_NVi|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19-LTR_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-190_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-191_DR-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-192_DR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-193_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-194B_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-194_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-195_DR-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
BEL-2_HMM-I|ClassI|LTR|Bel-Pao,I,2.1.1.6,P
Gypsy-196_DR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-197_AA-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-198_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-198_ZM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-199_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_ADe-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_AMi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_ATr-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_BRa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_CGi-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_LH-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-19_Crp-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_CT-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-19_DEl-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_DWil-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_GA-I|ClassI|LTR|Gypsy,I,1.1.2,gypsy
Gypsy-19_GM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_LCh-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_LH-LTR|ClassI|LTR|Gypsy,SINE,1.1.2,gypsy
Gypsy-19_MLP-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_PAb-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-2_PBa-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-19_PIT-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_PMar-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_RC-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_RP-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-19_SI-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-19_SSa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1B_AMi-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_AC-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_Adi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_AEc-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
BEL-2_SSa-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-1_AMi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_ARO-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_BG-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_BRa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_CBW-I|ClassI|LTR|Gypsy,Jockey,1.1.2,gypsy
Gypsy-1_CCri-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_CGi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_Cop-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_CPB-LTR|ClassI|LTR|Gypsy,5S,1.1.2,gypsy
Gypsy-1_Crp-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
ALINE|ClassI|?|?,SINE,,
BEL-3-I_XT|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-1_CT-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-1_DBp-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_Deu-LTR|ClassI|LTR|Gypsy,SINE,1.1.2,gypsy
Gypsy-1_DG-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_DKi-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-1_DRh-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_DSim-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-1_DWil-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_EPa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_FR-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
BEL-30_AA-I|ClassI|LTR|Bel-Pao,L1,2.1.1.6,P
Gypsy-1_GDe-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_GM-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-1_HMM-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-1_JC-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-1_LENY-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_LH-LTR|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-1_LU-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_LWa-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-1_MLP-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_NG-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-31_AA-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-1_PBa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_PGr-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_PMar-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_PPM-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
Gypsy-1_PSH-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_PSt-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-1_RC-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_RP-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-1_SK-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-1_SPDB-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-32_CQ-I|ClassI|LTR|Bel-Pao,Jockey,2.1.1.6,P
Gypsy-1_TCa-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-1_Trm-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-2-I_DP|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-2-LTR_AF|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-2-LTR_PI|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-20-I_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-200_AA-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-200_ZM-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-201_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-202_ZM-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
BEL-33_CQ-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-203_ZM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-204_DR-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
Gypsy-205_DR-I|ClassI|LTR|Gypsy,RTE,1.1.2,gypsy
Gypsy-206_DR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-207_AA-LTR|ClassI|LTR|Gypsy,SINE,1.1.2,gypsy
Gypsy-208_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-209_AA-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-20C_Crp-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_Adi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_Ano-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
BEL-35_AA-I|ClassI|LTR|Bel-Pao,DIRS,2.1.1.6,P
Gypsy-20_BG-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_CCri-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_CQ-I|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-20_CSa-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-20_DBp-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_DTa-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_FV-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_GM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_JC-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-20_LH-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
BEL-36_AA-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-20_Mad-LTR__2|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-20_PAb-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_PGr-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_PMar-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_PSo-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_RP-I|ClassI|LTR|Gypsy,RTE,1.1.2,gypsy
Gypsy-20_SCH-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-20_SSa-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-21-I_NV|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21-LTR_NVi|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-37_AA-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-210_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-212_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-213_DR-I|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-215_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-216_DR-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-217_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-219_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_AA-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-21_ALY-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_Ano-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-38-LTR_DR|ClassI|LTR|Bel-Pao,SubclassI,2.1.1.6,P
Gypsy-21_BG-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_CGi-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_Crp-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_DAn-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_DPu-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_DY-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_FV-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_Gav-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_LBS-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_LG-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
BEL-39_AA-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-21_Mad-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_OD-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-21_PGr-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_PM-LTR|ClassI|LTR|Gypsy,tRNA,1.1.2,gypsy
Gypsy-21_PSo-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_SB-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_SSa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-21_VV-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22-I_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22-LTR_XT|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
ALPINE2|ClassI|SINE|t,tRNA,,
BEL-39_DRe-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-221_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-222_AA-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-223_DR-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-225_AA-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-226_DR-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-228_AA-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-22_AA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_Adi-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_Ano-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_BD-LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
BEL-3_AEc-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-22_CCri-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_CPB-LTR|ClassI|LTR|Gypsy,SubclassI,1.1.2,gypsy
Gypsy-22_CSa-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_DAn-LTR|ClassI|LTR|Gypsy,RTE,1.1.2,gypsy
Gypsy-22_DPu-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_DY-LTR|ClassI|LTR|Gypsy,Transib,1.1.2,gypsy
Gypsy-22_GA-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_GM-LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
Gypsy-22_LG-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_LMi-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
BEL-3_BMa-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Gypsy-22_OD-I|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-22_PBa-LTR|ClassI|LTR|Gypsy,Bel-Pao,1.1.2,gypsy
Gypsy-22_PM-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_PR-LTR|ClassI|LTR|Gypsy,5S,1.1.2,gypsy
Gypsy-22_RO-I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Gypsy-22_SI-LTR|ClassI|LTR|Gypsy,DIRS,1.1.2,gypsy
Gypsy-23-I_DR|ClassI|LTR|Gypsy,L1,1.1.2,gypsy
Gypsy-23-LTR_DR|ClassI|LTR|Gypsy,Tc1-Mariner,1.1.2,gypsy
